batsman,batsman_hand,batsman_style,batsman_form,bowler,bowler_type,bowler_form,venue,weather,inning,overs,wickets,runs_needed,balls_remaining,current_run_rate,required_run_rate,ball_age,ball_type,bowling_speed_kph,bowling_path_type,pitch_line,pitch_length,batsman_reaction,shot_contact,runs_scored,is_wicket,win_probability_after
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Night (Dew),1,0.2,0,0,118,5.0,0.0,0.2,SG Test,97.9,Leg-break,On the Off Stump,Good Length,Lofted Shot,Weak,0,0,0.15
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Overcast,2,13.1,6,62,41,9.62,9.07,13.1,White Kookaburra,79.2,Normal,Leg Stump,Full,Glance,Weak,0,0,0.6329747766804608
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Sunny,2,13.2,6,82,40,6.52,12.3,13.2,White Kookaburra,95.5,Leg-break,On the Off Stump,Full Toss,Drive,Weak,0,0,0.35083187501122737
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Humid,1,16.2,8,0,22,9.26,0.0,16.2,SG Test,146.4,Bouncer,Middle Stump,Short,Slog,Weak,0,0,0.15
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Sunny,2,5.2,2,164,88,7.69,11.18,5.2,Pink Ball,141.8,Out-swinger,Outside Leg,Full,Defensive,Solid,1,0,0.8123750724184228
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Sunny,2,12.5,7,89,43,6.72,12.42,12.5,Pink Ball,139.0,Bouncer,Outside Off,Short,Pull/Hook,Edge,1,0,0.2689414213699951
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Overcast,1,12.2,6,0,46,9.26,0.0,12.2,White Kookaburra,93.3,Normal,Outside Off,Good Length,Drive,Edge,1,0,0.2429482172660339
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Night (Dew),2,4.2,3,140,94,7.86,8.94,4.2,White Kookaburra,99.2,Googly,On the Off Stump,Good Length,Drive,Weak,0,0,0.8665403717029807
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,Arun Jaitley Stadium (Delhi),Overcast,1,11.3,5,0,51,9.82,0.0,11.3,Pink Ball,72.8,Cutter,On the Off Stump,Full,Lofted Shot,Weak,1,0,0.31401464230454107
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,15.2,9,0,28,9.28,0.0,15.2,SG Test,86.8,Normal,Outside Off,Full,Lofted Shot,Weak,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Night (Dew),2,13.5,6,63,37,7.11,10.22,13.5,Pink Ball,143.0,Yorker,Outside Off,Yorker,Defensive,Missed,0,0,0.5391695754617953
Shubman Gill,Right,Anchor,0.85,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Sunny,1,7.6,3,0,72,10.79,0.0,7.6,White Kookaburra,96.8,Leg-break,On the Off Stump,Short,Pull/Hook,Weak,0,0,0.4126248224065195
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Humid,1,17.5,9,0,13,7.89,0.0,17.5,SG Test,88.0,Normal,On the Off Stump,Short,Defensive,Weak,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Sunny,2,7.5,5,112,73,7.73,9.21,7.5,White Kookaburra,97.4,Leg-break,Leg Stump,Short,Defensive,Weak,1,0,0.7236220674654401
Shubman Gill,Right,Anchor,0.85,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Overcast,1,2.3,1,0,105,7.83,0.0,2.3,White Kookaburra,97.4,Googly,Leg Stump,Good Length,Glance,Missed,0,0,0.4111713952574869
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Humid,1,16.5,9,0,19,8.73,0.0,16.5,SG Test,148.8,In-swinger,Leg Stump,Full,Defensive,Weak,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Humid,2,7.3,4,104,75,6.85,8.32,7.3,White Kookaburra,151.8,Out-swinger,On the Off Stump,Yorker,Ramp/Scoop,Edge,0,0,0.8387083277768801
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,2.3,1,0,105,10.87,0.0,2.3,SG Test,87.5,Normal,On the Off Stump,Good Length,Defensive,Weak,1,0,0.5796187039824909
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Sunny,2,0.4,0,146,116,5.0,7.55,0.4,White Kookaburra,120.2,Cutter,Leg Stump,Good Length,Defensive,Weak,0,0,0.9716374476691354
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Sunny,1,13.5,6,0,37,8.37,0.0,13.5,SG Test,146.6,Out-swinger,On the Off Stump,Good Length,Drive,Missed,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,8.3,6,114,69,8.31,9.91,8.3,Pink Ball,68.0,Cutter,Outside Off,Full,Drive,Solid,0,0,0.5772298194256417
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Sunny,1,8.2,4,0,70,8.29,0.0,8.2,SG Test,98.9,Leg-break,Outside Leg,Good Length,Sweep,Weak,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Humid,1,3.1,3,0,101,7.1,0.0,3.1,Pink Ball,69.1,Cutter,Middle Stump,Full,Defensive,Solid,4,0,0.16693599506539836
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Humid,1,9.6,4,0,60,8.44,0.0,9.6,SG Test,142.2,Out-swinger,On the Off Stump,Good Length,Slog,Edge,0,0,0.229789532148814
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Humid,1,3.2,1,0,100,9.38,0.0,3.2,White Kookaburra,152.5,Yorker,Middle Stump,Yorker,Slog,Edge,0,1,0.493104603852383
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Humid,2,13.2,6,69,40,5.15,10.35,13.2,White Kookaburra,143.1,Bouncer,Leg Stump,Short,Defensive,Weak,2,0,0.5479293029256311
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Overcast,2,5.6,2,127,84,7.5,9.07,5.6,SG Test,89.1,Off-break,Middle Stump,Good Length,Glance,Edge,0,0,0.8990530569461327
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Sunny,2,15.5,7,55,25,8.58,13.2,15.5,White Kookaburra,143.8,Yorker,On the Off Stump,Yorker,Defensive,Weak,0,0,0.19584004016403417
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Night (Dew),2,19.6,9,1,6,7.7,1.0,19.6,SG Test,125.3,Cutter,On the Off Stump,Short,Ramp/Scoop,Edge,4,0,1.0
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Sunny,2,14.1,7,40,35,8.37,6.86,14.1,Pink Ball,87.2,Normal,Leg Stump,Good Length,Defensive,Weak,0,0,0.7169559300672722
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Sunny,2,19.6,9,38,6,6.89,38.0,19.6,White Kookaburra,118.2,Cutter,Leg Stump,Good Length,Sweep,Missed,0,1,0.0
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Night (Dew),1,2.1,1,0,107,6.67,0.0,2.1,SG Test,86.9,Normal,Outside Off,Good Length,Drive,Weak,1,0,0.2362229255967438
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Overcast,1,16.4,8,0,20,8.9,0.0,16.4,White Kookaburra,95.8,Leg-break,Leg Stump,Full,Drive,Edge,0,1,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Sunny,2,2.4,1,136,104,5.42,7.85,2.4,SG Test,92.9,Googly,Middle Stump,Short,Lofted Shot,Missed,0,0,0.9537872306883406
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Humid,1,1.1,0,0,113,8.18,0.0,1.1,White Kookaburra,85.9,Leg-break,Leg Stump,Full,Defensive,Weak,2,0,0.3286052682426281
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Overcast,2,14.5,7,79,31,5.79,15.29,14.5,White Kookaburra,86.7,Normal,On the Off Stump,Good Length,Defensive,Solid,6,0,0.15316371576508617
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Sunny,2,15.2,9,27,28,9.08,5.79,15.2,SG Test,148.0,Out-swinger,Middle Stump,Full,Glance,Edge,1,0,0.6405559128965911
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,4.2,2,130,94,8.33,8.3,4.2,SG Test,138.4,In-swinger,Middle Stump,Full,Defensive,Weak,0,1,0.8874061955469021
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Night (Dew),1,7.3,3,0,75,6.99,0.0,7.3,White Kookaburra,80.9,Leg-break,On the Off Stump,Full,Drive,Weak,0,0,0.16350526974198135
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Overcast,2,8.1,5,122,71,6.17,10.31,8.1,SG Test,141.6,Out-swinger,On the Off Stump,Good Length,Drive,Weak,1,0,0.6387631751488418
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Humid,2,16.5,9,18,19,9.76,5.68,16.5,White Kookaburra,85.7,Leg-break,Middle Stump,Full,Sweep,Edge,0,0,0.6224593312018545
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Overcast,2,18.5,9,1,7,10.38,0.86,18.5,Pink Ball,87.2,Normal,Middle Stump,Good Length,Defensive,Weak,0,0,0.9046505351008904
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Sunny,1,6.1,5,0,83,7.21,0.0,6.1,SG Test,148.1,Bouncer,Outside Off,Short,Lofted Shot,Missed,0,1,0.15
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Narendra Modi Stadium (Ahmedabad),Overcast,2,18.4,9,1,8,10.43,0.75,18.4,SG Test,144.2,Out-swinger,On the Off Stump,Full,Defensive,Weak,0,0,0.9088770389851438
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Overcast,1,13.4,8,0,38,7.61,0.0,13.4,White Kookaburra,147.3,Out-swinger,On the Off Stump,Full,Defensive,Weak,0,1,0.15
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),1,3.1,1,0,101,10.0,0.0,3.1,Pink Ball,143.6,Bouncer,Middle Stump,Short,Defensive,Weak,1,0,0.5926665999540697
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Sunny,1,4.1,2,0,95,8.54,0.0,4.1,SG Test,144.3,Out-swinger,Outside Off,Yorker,Defensive,Weak,1,0,0.39915192661382176
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Sunny,1,0.2,1,0,118,5.0,0.0,0.2,SG Test,81.6,Leg-break,On the Off Stump,Full,Drive,Solid,1,0,0.15
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Sunny,1,11.6,6,0,48,8.1,0.0,11.6,White Kookaburra,139.4,Yorker,On the Off Stump,Yorker,Defensive,Weak,0,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Humid,1,2.3,1,0,105,8.7,0.0,2.3,SG Test,138.1,Out-swinger,On the Off Stump,Good Length,Drive,Weak,2,0,0.5009374989013687
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Sunny,2,6.3,4,138,81,6.98,10.22,6.3,SG Test,87.1,Leg-break,On the Off Stump,Full,Drive,Weak,0,0,0.726611880149394
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,M. Chinnaswamy Stadium (Bengaluru),Humid,2,17.3,8,80,15,8.09,32.0,17.3,White Kookaburra,152.4,Yorker,Middle Stump,Yorker,Drive,Missed,0,0,0.00012339457598623194
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,12.2,6,84,46,7.46,10.96,12.2,Pink Ball,78.6,Leg-break,Middle Stump,Good Length,Slog,Solid,1,0,0.4816748783000437
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,Narendra Modi Stadium (Ahmedabad),Night (Dew),2,3.2,1,163,100,10.94,9.78,3.2,SG Test,83.8,Normal,On the Off Stump,Good Length,Defensive,Weak,0,0,0.916094183520782
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Sunny,2,2.6,1,168,102,6.92,9.88,2.6,SG Test,80.2,Googly,Middle Stump,Good Length,Drive,Edge,0,0,0.9094494117024272
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,Arun Jaitley Stadium (Delhi),Humid,1,14.1,9,0,35,8.79,0.0,14.1,Pink Ball,92.8,Normal,Leg Stump,Full,Sweep,Weak,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Overcast,2,1.5,0,136,109,6.0,7.49,1.5,SG Test,99.0,Googly,Outside Off,Full,Defensive,Weak,0,0,0.9722278252938079
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Overcast,2,16.2,9,67,22,7.84,18.27,16.2,SG Test,147.8,In-swinger,Outside Off,Good Length,Drive,Weak,0,0,0.016302499371440946
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Humid,2,0.6,0,185,114,6.67,9.74,0.6,SG Test,94.4,Off-break,On the Off Stump,Good Length,Lofted Shot,Weak,1,0,0.9416146423694152
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Sunny,2,15.3,9,22,27,7.39,4.89,15.3,Pink Ball,138.6,Out-swinger,Outside Off,Short,Lofted Shot,Missed,0,0,0.6948890948407018
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Overcast,2,10.6,5,123,54,6.89,13.67,10.6,Pink Ball,144.8,Yorker,On the Off Stump,Yorker,Defensive,Weak,1,0,0.3466126501223891
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,9.5,5,84,61,7.37,8.26,9.5,Pink Ball,73.9,Cutter,Outside Off,Full,Drive,Edge,0,0,0.7790261077798122
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Night (Dew),1,5.4,2,0,86,7.59,0.0,5.4,White Kookaburra,142.8,Bouncer,Leg Stump,Short,Pull/Hook,Missed,0,0,0.21551448245563454
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Arun Jaitley Stadium (Delhi),Humid,2,10.5,6,67,55,10.67,7.31,10.5,Pink Ball,77.9,Cutter,Outside Off,Full Toss,Drive,Edge,1,0,0.7744014530142785
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Sunny,1,18.1,9,0,11,7.46,0.0,18.1,White Kookaburra,87.4,Normal,Outside Off,Full,Ramp/Scoop,Edge,0,1,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Humid,1,3.4,1,0,98,8.53,0.0,3.4,White Kookaburra,78.0,Leg-break,Leg Stump,Good Length,Sweep,Solid,1,0,0.2950809322599065
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Overcast,1,8.6,5,0,66,9.3,0.0,8.6,SG Test,141.7,Bouncer,Leg Stump,Short,Lofted Shot,Missed,0,0,0.3044385713065043
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,3.2,2,154,100,9.38,9.24,3.2,Pink Ball,86.6,Leg-break,On the Off Stump,Good Length,Ramp/Scoop,Weak,0,0,0.89709295065243
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Overcast,1,0.3,0,0,117,6.67,0.0,0.3,Pink Ball,141.3,Bouncer,Outside Off,Short,Slog,Edge,0,0,0.241808176411643
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Overcast,2,1.6,0,153,108,6.88,8.5,1.6,Pink Ball,150.1,Yorker,Middle Stump,Yorker,Defensive,Weak,1,0,0.9614624503650198
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,16.5,9,0,19,10.3,0.0,16.5,White Kookaburra,144.9,In-swinger,Middle Stump,Good Length,Defensive,Weak,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,HPCA Stadium (Dharamshala),Humid,2,13.2,8,59,40,8.33,8.85,13.2,SG Test,96.5,Leg-break,Leg Stump,Short,Ramp/Scoop,Edge,1,0,0.4692695513285567
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Night (Dew),1,2.2,2,0,106,8.18,0.0,2.2,Pink Ball,93.0,Googly,Outside Off,Good Length,Drive,Weak,1,0,0.2732722577205347
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Humid,1,1.1,0,0,113,7.27,0.0,1.1,Pink Ball,147.3,Out-swinger,Middle Stump,Good Length,Sweep,Solid,1,0,0.30539230978637305
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,M. Chinnaswamy Stadium (Bengaluru),Overcast,2,18.3,9,48,9,7.21,32.0,18.3,SG Test,149.5,Bouncer,Leg Stump,Short,Pull/Hook,Missed,0,0,4.5397868702434476e-05
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Humid,2,15.5,8,13,25,8.06,3.12,15.5,White Kookaburra,85.6,Leg-break,Outside Off,Full Toss,Drive,Weak,1,0,0.8754466418125836
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Humid,1,4.1,5,0,95,8.78,0.0,4.1,Pink Ball,143.3,Yorker,Middle Stump,Yorker,Defensive,Weak,0,0,0.18800891181226712
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Sunny,1,8.6,6,0,66,8.6,0.0,8.6,White Kookaburra,98.5,Leg-break,Middle Stump,Good Length,Defensive,Weak,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Night (Dew),2,2.2,2,154,106,6.82,8.72,2.2,White Kookaburra,85.1,Normal,On the Off Stump,Good Length,Defensive,Solid,1,0,0.9137258055040833
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Sunny,2,12.6,7,88,42,6.43,12.57,12.6,White Kookaburra,94.2,Leg-break,On the Off Stump,Good Length,Lofted Shot,Edge,0,1,0.1813367431777528
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Overcast,2,7.3,3,129,75,6.16,10.32,7.3,Pink Ball,146.3,In-swinger,Outside Off,Good Length,Drive,Weak,1,0,0.7969868732270275
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Sunny,1,17.3,9,0,15,9.02,0.0,17.3,SG Test,94.5,Normal,On the Off Stump,Good Length,Defensive,Weak,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Sunny,1,13.2,6,0,40,9.02,0.0,13.2,Pink Ball,95.2,Googly,Middle Stump,Full,Sweep,Weak,1,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Overcast,2,11.5,6,93,49,9.48,11.39,11.5,SG Test,140.2,Out-swinger,Outside Off,Yorker,Defensive,Weak,1,0,0.44398610945538003
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),1,6.2,3,0,82,8.55,0.0,6.2,SG Test,138.2,Out-swinger,Outside Off,Good Length,Defensive,Solid,1,0,0.2752543871891032
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Sunny,2,4.2,2,136,94,9.52,8.68,4.2,Pink Ball,119.7,Cutter,Outside Off,Full,Defensive,Weak,0,0,0.9112531057414289
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Overcast,1,0.2,0,0,118,5.0,0.0,0.2,SG Test,100.4,Leg-break,Outside Off,Good Length,Lofted Shot,Edge,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Humid,2,12.4,6,73,44,9.11,9.95,12.4,SG Test,98.5,Leg-break,Outside Off,Good Length,Defensive,Weak,1,0,0.5704582225025381
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Humid,1,5.3,2,0,87,7.55,0.0,5.3,White Kookaburra,93.4,Leg-break,Middle Stump,Full,Defensive,Weak,0,0,0.21412995688651107
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Overcast,2,2.4,1,181,104,7.92,10.44,2.4,SG Test,140.3,Bouncer,Leg Stump,Short,Lofted Shot,Weak,0,0,0.8918432416265979
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,16.5,9,43,19,6.55,13.58,16.5,SG Test,76.1,Cutter,Middle Stump,Good Length,Glance,Weak,0,0,0.08191057715532515
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Sunny,1,15.2,8,0,28,8.55,0.0,15.2,White Kookaburra,144.7,Out-swinger,Outside Off,Good Length,Drive,Weak,0,0,0.15
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Humid,2,0.5,0,188,115,10.0,9.81,0.5,SG Test,93.9,Normal,Middle Stump,Good Length,Defensive,Weak,0,0,0.9391659257876267
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Overcast,2,6.6,3,151,78,7.27,11.62,6.6,SG Test,93.3,Normal,Outside Off,Good Length,Defensive,Missed,0,0,0.7071988513050219
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,M. Chinnaswamy Stadium (Bengaluru),Sunny,2,1.6,1,176,108,10.62,9.78,1.6,SG Test,149.2,Yorker,Middle Stump,Yorker,Ramp/Scoop,Weak,1,0,0.9141521563106784
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,Narendra Modi Stadium (Ahmedabad),Sunny,1,1.6,0,0,108,9.38,0.0,1.6,Pink Ball,84.0,Leg-break,Leg Stump,Good Length,Defensive,Solid,2,0,0.5958613515362665
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Sunny,1,4.3,3,0,93,7.21,0.0,4.3,White Kookaburra,138.5,Bouncer,Middle Stump,Short,Defensive,Weak,0,0,0.2190789880798582
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Night (Dew),2,0.1,0,182,119,0.0,9.18,0.1,Pink Ball,142.2,Out-swinger,Middle Stump,Good Length,Drive,Missed,0,1,0.9322020073149361
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Sunny,2,0.3,0,169,117,6.67,8.67,0.3,White Kookaburra,80.5,Googly,Outside Off,Full,Drive,Weak,0,0,0.9585334444096597
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Overcast,2,6.3,3,96,81,9.05,7.11,6.3,Pink Ball,145.7,Bouncer,Middle Stump,Short,Defensive,Weak,1,0,0.9245788083780823
